ORIGINAL_ROW_ID,SOURCE,trans_id,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud,customer_id,RAW_TEXT,SYN_RAW_TEXT,CLEAN_TEXT,CATEGORY,AMOUNT,IS_CREDIT,IS_DEBIT
1583,aug_v3,171893.0,4/30/2023 11:43,4670000000000000.0,fraud_Rastogi Inc Pvt Ltd,entertainment,5677.85,Ojas,Bera,M,"59, Mall, Naihati 057213",Saharsa,Sikkim,,39.983677,391629.0,Food technologist,11-01-1989,39.561746,39.997473,0.0,1.1e+18,fraud_Rastogi Inc Pvt Ltd 5677.85,frd_Rstg nc Pvt Ltd 5677.85,frd rstg nc pvt ltd,Other,5677.85,False,True
1584,original,362250.0,8/17/2023 10:49,,"fraud_Deshmukh, Rajagopalan and Hayre Pvt Ltd",entertainment,7340.35,Lakshay,,F,"96, Kumar Ganj, Bhimavaram-463168",Ambarnath,Meghalaya,-25.1889005,94.768917,464634.0,Artist,5/22/1970,-25.185533,94.781016,0.0,-8.84e+18,"fraud_Deshmukh, Rajagopalan and Hayre Pvt Ltd 7340.35","fraud_Deshmukh, Rajagopalan and Hayre Pvt Ltd 7340.35",fraud deshmukh rajagopalan and hayre pvt ltd,Other,7340.35,False,True
1584,aug_v1,362250.0,8/17/2023 10:49,,"fraud_Deshmukh, Rajagopalan and Hayre Pvt Ltd",entertainment,7340.35,Lakshay,,F,"96, Kumar Ganj, Bhimavaram-463168",Ambarnath,Meghalaya,-25.1889005,94.768917,464634.0,Artist,5/22/1970,-25.185533,94.781016,0.0,-8.84e+18,"fraud_Deshmukh, Rajagopalan and Hayre Pvt Ltd 7340.35","fraud_Deshmukh, Rajagopalan and Hayre Pvt Ltd 7340.35",fraud deshmukh rajagopalan and hayre pvt ltd,Other,7340.35,False,True
1584,aug_v2,362250.0,8/17/2023 10:49,,"fraud_Deshmukh, Rajagopalan and Hayre Pvt Ltd",entertainment,7340.35,Lakshay,,F,"96, Kumar Ganj, Bhimavaram-463168",Ambarnath,Meghalaya,-25.1889005,94.768917,464634.0,Artist,5/22/1970,-25.185533,94.781016,0.0,-8.84e+18,"fraud_Deshmukh, Rajagopalan and Hayre Pvt Ltd 7340.35","CARD/fraud_Deshmukh, Rajagopalan and Hayre Pvt Ltd 7340.35",card fraud deshmukh rajagopalan and hayre pvt ltd,Other,7340.35,False,True
1584,aug_v3,362250.0,8/17/2023 10:49,,"fraud_Deshmukh, Rajagopalan and Hayre Pvt Ltd",entertainment,7340.35,Lakshay,,F,"96, Kumar Ganj, Bhimavaram-463168",Ambarnath,Meghalaya,-25.1889005,94.768917,464634.0,Artist,5/22/1970,-25.185533,94.781016,0.0,-8.84e+18,"fraud_Deshmukh, Rajagopalan and Hayre Pvt Ltd 7340.35","fraud_Deshmukh,*Rajagopalan*and*Hayre*Pvt*Ltd*7340.35",fraud deshmukh rajagopalan and hayre pvt ltd,Other,7340.35,False,True
1585,original,868421.0,01-06-2024 00:56,4050000000000.0,fraud_Rajagopal-Kala Pvt Ltd,entertainment,2699.68,Jayesh,Ben,M,"115, Karpe Circle, Dewas 020757",Thanjavur,Maharashtra,-30.9958165,-159.991583,975229.0,Personnel officer,03-09-1950,-30.998719,-159.979101,0.0,-6.36e+17,fraud_Rajagopal-Kala Pvt Ltd 2699.68,fraud_Rajagopal-Kala Pvt Ltd 2699.68,fraud rajagopal kala pvt ltd,Other,2699.68,False,True
1585,aug_v1,868421.0,01-06-2024 00:56,4050000000000.0,fraud_Rajagopal-Kala Pvt Ltd,entertainment,2699.68,Jayesh,Ben,M,"115, Karpe Circle, Dewas 020757",Thanjavur,Maharashtra,-30.9958165,-159.991583,975229.0,Personnel officer,03-09-1950,-30.998719,-159.979101,0.0,-6.36e+17,fraud_Rajagopal-Kala Pvt Ltd 2699.68,fraud_Rajagopal-Kala Pvt Ltd 2699.68,fraud rajagopal kala pvt ltd,Other,2699.68,False,True
1585,aug_v2,868421.0,01-06-2024 00:56,4050000000000.0,fraud_Rajagopal-Kala Pvt Ltd,entertainment,2699.68,Jayesh,Ben,M,"115, Karpe Circle, Dewas 020757",Thanjavur,Maharashtra,-30.9958165,-159.991583,975229.0,Personnel officer,03-09-1950,-30.998719,-159.979101,0.0,-6.36e+17,fraud_Rajagopal-Kala Pvt Ltd 2699.68,fraud_Rajagopal-Kala Pvt Ltd 2699.68,fraud rajagopal kala pvt ltd,Other,2699.68,False,True
1585,aug_v3,868421.0,01-06-2024 00:56,4050000000000.0,fraud_Rajagopal-Kala Pvt Ltd,entertainment,2699.68,Jayesh,Ben,M,"115, Karpe Circle, Dewas 020757",Thanjavur,Maharashtra,-30.9958165,-159.991583,975229.0,Personnel officer,03-09-1950,-30.998719,-159.979101,0.0,-6.36e+17,fraud_Rajagopal-Kala Pvt Ltd 2699.68,fraud_Rajagopal-Kala Pvt Ltd 2699.68,fraud rajagopal kala pvt ltd,Other,2699.68,False,True
1586,original,871499.0,10/27/2022 3:54,,,fitness_and_medical,2134.3,Aarna,,M,"37/332, Gulati Zila, Tadepalligudem 184490",New Delhi,Manipur,,-60.770735,10245.0,"Loss adjuster, chartered",6/22/1969,64.866988,-60.770641,,4.26e+18,2134.30,2134.30,,Other,2134.3,False,True
1586,aug_v1,871499.0,10/27/2022 3:54,,,fitness_and_medical,2134.3,Aarna,,M,"37/332, Gulati Zila, Tadepalligudem 184490",New Delhi,Manipur,,-60.770735,10245.0,"Loss adjuster, chartered",6/22/1969,64.866988,-60.770641,,4.26e+18,2134.30,2134.30,,Other,2134.3,False,True
1586,aug_v2,871499.0,10/27/2022 3:54,,,fitness_and_medical,2134.3,Aarna,,M,"37/332, Gulati Zila, Tadepalligudem 184490",New Delhi,Manipur,,-60.770735,10245.0,"Loss adjuster, chartered",6/22/1969,64.866988,-60.770641,,4.26e+18,2134.30,2134.30,,Other,2134.3,False,True
1586,aug_v3,871499.0,10/27/2022 3:54,,,fitness_and_medical,2134.3,Aarna,,M,"37/332, Gulati Zila, Tadepalligudem 184490",New Delhi,Manipur,,-60.770735,10245.0,"Loss adjuster, chartered",6/22/1969,64.866988,-60.770641,,4.26e+18,2134.30,2134.30,,Other,2134.3,False,True
1587,original,444546.0,07-05-2023 04:51,,,fitness_and_medical,9142.48,Elakshi,Sura,M,"04, Buch Road, Kalyan-Dombivli-984114",Hazaribagh,Rajasthan,,-172.986263,355423.0,Diagnostic radiographer,09-04-1978,-70.476136,,0.0,-3.33e+18,9142.48,9142.48,,Other,9142.48,False,True
1587,aug_v1,444546.0,07-05-2023 04:51,,,fitness_and_medical,9142.48,Elakshi,Sura,M,"04, Buch Road, Kalyan-Dombivli-984114",Hazaribagh,Rajasthan,,-172.986263,355423.0,Diagnostic radiographer,09-04-1978,-70.476136,,0.0,-3.33e+18,9142.48,9142.48,,Other,9142.48,False,True
1587,aug_v2,444546.0,07-05-2023 04:51,,,fitness_and_medical,9142.48,Elakshi,Sura,M,"04, Buch Road, Kalyan-Dombivli-984114",Hazaribagh,Rajasthan,,-172.986263,355423.0,Diagnostic radiographer,09-04-1978,-70.476136,,0.0,-3.33e+18,9142.48,9142.48,,Other,9142.48,False,True
1587,aug_v3,444546.0,07-05-2023 04:51,,,fitness_and_medical,9142.48,Elakshi,Sura,M,"04, Buch Road, Kalyan-Dombivli-984114",Hazaribagh,Rajasthan,,-172.986263,355423.0,Diagnostic radiographer,09-04-1978,-70.476136,,0.0,-3.33e+18,9142.48,9142.48,,Other,9142.48,False,True
1588,original,925784.0,5/25/2023 13:52,4.61e+18,"fraud_Gera, Dewan and Bhagat Pvt Ltd",entertainment,400.77,Aaina,Wali,M,"36/206, Dash Chowk, Bhind 860548",Orai,Sikkim,-32.3497715,178.492233,526093.0,"Civil engineer, consulting",01-08-1964,-32.335585,178.476859,0.0,2.14e+18,"fraud_Gera, Dewan and Bhagat Pvt Ltd 400.77","fraud_Gera, Dewan and Bhagat Pvt Ltd 400.77",fraud gera dewan and bhagat pvt ltd,Other,400.77,False,True
1588,aug_v1,925784.0,5/25/2023 13:52,4.61e+18,"fraud_Gera, Dewan and Bhagat Pvt Ltd",entertainment,400.77,Aaina,Wali,M,"36/206, Dash Chowk, Bhind 860548",Orai,Sikkim,-32.3497715,178.492233,526093.0,"Civil engineer, consulting",01-08-1964,-32.335585,178.476859,0.0,2.14e+18,"fraud_Gera, Dewan and Bhagat Pvt Ltd 400.77","fraud_Gera,_Dewan_and_Bhagat_Pvt_Ltd_400.77",fraud gera dewan and bhagat pvt ltd,Other,400.77,False,True
1588,aug_v2,925784.0,5/25/2023 13:52,4.61e+18,"fraud_Gera, Dewan and Bhagat Pvt Ltd",entertainment,400.77,Aaina,Wali,M,"36/206, Dash Chowk, Bhind 860548",Orai,Sikkim,-32.3497715,178.492233,526093.0,"Civil engineer, consulting",01-08-1964,-32.335585,178.476859,0.0,2.14e+18,"fraud_Gera, Dewan and Bhagat Pvt Ltd 400.77","fraud_Gera, Dewan and Bhagat Pvt Ltd 400.77",fraud gera dewan and bhagat pvt ltd,Other,400.77,False,True
1588,aug_v3,925784.0,5/25/2023 13:52,4.61e+18,"fraud_Gera, Dewan and Bhagat Pvt Ltd",entertainment,400.77,Aaina,Wali,M,"36/206, Dash Chowk, Bhind 860548",Orai,Sikkim,-32.3497715,178.492233,526093.0,"Civil engineer, consulting",01-08-1964,-32.335585,178.476859,0.0,2.14e+18,"fraud_Gera, Dewan and Bhagat Pvt Ltd 400.77","CARD/fraud_Gera, Dewan and Bhagat Pvt Ltd 400.77 PAY",card fraud gera dewan and bhagat pvt ltd pay,Other,400.77,False,True
1589,original,137589.0,01-05-2024 16:13,4720000000000000.0,fraud_De Group Pvt Ltd,fitness_and_medical,7010.6,Samaira,Sahota,M,"H.No. 91, Viswanathan Path, Avadi 584646",Chapra,Andhra Pradesh,-27.9931835,-81.484684,595801.0,Land/geomatics surveyor,10-03-1957,-28.011238,-81.485542,1.0,4.73e+18,fraud_De Group Pvt Ltd 7010.60,fraud_De Group Pvt Ltd 7010.60,fraud de group pvt ltd,Other,7010.6,False,True
1589,aug_v1,137589.0,01-05-2024 16:13,4720000000000000.0,fraud_De Group Pvt Ltd,fitness_and_medical,7010.6,Samaira,Sahota,M,"H.No. 91, Viswanathan Path, Avadi 584646",Chapra,Andhra Pradesh,-27.9931835,-81.484684,595801.0,Land/geomatics surveyor,10-03-1957,-28.011238,-81.485542,1.0,4.73e+18,fraud_De Group Pvt Ltd 7010.60,ATM/fraud_De Group Pvt Ltd 7010.60,atm fraud de group pvt ltd,Cash Withdrawal,7010.6,False,True
1589,aug_v2,137589.0,01-05-2024 16:13,4720000000000000.0,fraud_De Group Pvt Ltd,fitness_and_medical,7010.6,Samaira,Sahota,M,"H.No. 91, Viswanathan Path, Avadi 584646",Chapra,Andhra Pradesh,-27.9931835,-81.484684,595801.0,Land/geomatics surveyor,10-03-1957,-28.011238,-81.485542,1.0,4.73e+18,fraud_De Group Pvt Ltd 7010.60,fraud_De Group Pvt Ltd 7010.60,fraud de group pvt ltd,Other,7010.6,False,True
1589,aug_v3,137589.0,01-05-2024 16:13,4720000000000000.0,fraud_De Group Pvt Ltd,fitness_and_medical,7010.6,Samaira,Sahota,M,"H.No. 91, Viswanathan Path, Avadi 584646",Chapra,Andhra Pradesh,-27.9931835,-81.484684,595801.0,Land/geomatics surveyor,10-03-1957,-28.011238,-81.485542,1.0,4.73e+18,fraud_De Group Pvt Ltd 7010.60,fraud_De Group Pvt Ltd 7010.60,fraud de group pvt ltd,Other,7010.6,False,True
1590,original,753164.0,6/20/2022 4:48,4990000000000000.0,"fraud_Krishna, Swaminathan and Sen Pvt Ltd",online_shopping,6261.72,Yuvraj ,,M,"185, Venkatesh Chowk, Shivpuri-734712",Rohtak,Goa,-57.2478935,158.18459,997582.0,"Surveyor, mining",06-10-2004,-57.251016,158.187854,0.0,-1.6e+17,"fraud_Krishna, Swaminathan and Sen Pvt Ltd 6261.72","fraud_Krishna, Swaminathan and Sen Pvt Ltd 6261.72",fraud krishna swaminathan and sen pvt ltd,Other,6261.72,False,True
1590,aug_v1,753164.0,6/20/2022 4:48,4990000000000000.0,"fraud_Krishna, Swaminathan and Sen Pvt Ltd",online_shopping,6261.72,Yuvraj ,,M,"185, Venkatesh Chowk, Shivpuri-734712",Rohtak,Goa,-57.2478935,158.18459,997582.0,"Surveyor, mining",06-10-2004,-57.251016,158.187854,0.0,-1.6e+17,"fraud_Krishna, Swaminathan and Sen Pvt Ltd 6261.72","ATM/fraud_Krishna, Swaminathan and Sen Pvt Ltd 6261.72",atm fraud krishna swaminathan and sen pvt ltd,Cash Withdrawal,6261.72,False,True
1590,aug_v2,753164.0,6/20/2022 4:48,4990000000000000.0,"fraud_Krishna, Swaminathan and Sen Pvt Ltd",online_shopping,6261.72,Yuvraj ,,M,"185, Venkatesh Chowk, Shivpuri-734712",Rohtak,Goa,-57.2478935,158.18459,997582.0,"Surveyor, mining",06-10-2004,-57.251016,158.187854,0.0,-1.6e+17,"fraud_Krishna, Swaminathan and Sen Pvt Ltd 6261.72","POS/fraud_Krishna, Swaminathan and Sen Pvt Ltd 6261.72",pos fraud krishna swaminathan and sen pvt ltd,Other,6261.72,False,True
1590,aug_v3,753164.0,6/20/2022 4:48,4990000000000000.0,"fraud_Krishna, Swaminathan and Sen Pvt Ltd",online_shopping,6261.72,Yuvraj ,,M,"185, Venkatesh Chowk, Shivpuri-734712",Rohtak,Goa,-57.2478935,158.18459,997582.0,"Surveyor, mining",06-10-2004,-57.251016,158.187854,0.0,-1.6e+17,"fraud_Krishna, Swaminathan and Sen Pvt Ltd 6261.72","frd_Krshn, Swmnthn nd Sn Pvt Ltd 6261.72",frd krshn swmnthn nd sn pvt ltd,Other,6261.72,False,True
1591,original,237513.0,12/15/2022 17:44,5120000000000000.0,,,5573.82,Anahita,Randhawa,F,"59/75, Dâ€™Alia Chowk, Srikakulam 301851",Kishanganj,Punjab,75.5039135,16.389932,911314.0,Fine artist,02-03-1962,75.494146,16.401705,1.0,-4.03e+18,5573.82,5573.82,,Other,5573.82,False,True
1591,aug_v1,237513.0,12/15/2022 17:44,5120000000000000.0,,,5573.82,Anahita,Randhawa,F,"59/75, Dâ€™Alia Chowk, Srikakulam 301851",Kishanganj,Punjab,75.5039135,16.389932,911314.0,Fine artist,02-03-1962,75.494146,16.401705,1.0,-4.03e+18,5573.82,NEFT/5573.82,neft,Transfer,5573.82,False,True
1591,aug_v2,237513.0,12/15/2022 17:44,5120000000000000.0,,,5573.82,Anahita,Randhawa,F,"59/75, Dâ€™Alia Chowk, Srikakulam 301851",Kishanganj,Punjab,75.5039135,16.389932,911314.0,Fine artist,02-03-1962,75.494146,16.401705,1.0,-4.03e+18,5573.82,5573.82,,Other,5573.82,False,True
1591,aug_v3,237513.0,12/15/2022 17:44,5120000000000000.0,,,5573.82,Anahita,Randhawa,F,"59/75, Dâ€™Alia Chowk, Srikakulam 301851",Kishanganj,Punjab,75.5039135,16.389932,911314.0,Fine artist,02-03-1962,75.494146,16.401705,1.0,-4.03e+18,5573.82,5573.82,,Other,5573.82,False,True
1592,original,383119.0,4/24/2022 16:44,2480000000000000.0,fraud_Iyengar LLC Pvt Ltd,fitness_and_medical,5713.61,Elakshi,,M,"46, Dey Zila, Guntur-354847",Kanpur,,-87.4309985,-115.612112,913541.0,Toxicologist,6/13/2003,,-115.613344,,9.28e+17,fraud_Iyengar LLC Pvt Ltd 5713.61,fraud_Iyengar LLC Pvt Ltd 5713.61,fraud iyengar llc pvt ltd,Other,5713.61,False,True
1592,aug_v1,383119.0,4/24/2022 16:44,2480000000000000.0,fraud_Iyengar LLC Pvt Ltd,fitness_and_medical,5713.61,Elakshi,,M,"46, Dey Zila, Guntur-354847",Kanpur,,-87.4309985,-115.612112,913541.0,Toxicologist,6/13/2003,,-115.613344,,9.28e+17,fraud_Iyengar LLC Pvt Ltd 5713.61,POS/fraud_Iyengar LLC Pvt Ltd 5713.61,pos fraud iyengar llc pvt ltd,Other,5713.61,False,True
1592,aug_v2,383119.0,4/24/2022 16:44,2480000000000000.0,fraud_Iyengar LLC Pvt Ltd,fitness_and_medical,5713.61,Elakshi,,M,"46, Dey Zila, Guntur-354847",Kanpur,,-87.4309985,-115.612112,913541.0,Toxicologist,6/13/2003,,-115.613344,,9.28e+17,fraud_Iyengar LLC Pvt Ltd 5713.61,fraud_Iyengar LLC Pvt Ltd 5713.61,fraud iyengar llc pvt ltd,Other,5713.61,False,True
1592,aug_v3,383119.0,4/24/2022 16:44,2480000000000000.0,fraud_Iyengar LLC Pvt Ltd,fitness_and_medical,5713.61,Elakshi,,M,"46, Dey Zila, Guntur-354847",Kanpur,,-87.4309985,-115.612112,913541.0,Toxicologist,6/13/2003,,-115.613344,,9.28e+17,fraud_Iyengar LLC Pvt Ltd 5713.61,frd_yngr*LLC*Pvt*Ltd*5713.61,frd yngr llc pvt ltd,Other,5713.61,False,True
1593,original,574661.0,08-12-2023 05:20,343000000000000.0,fraud_Bahri-Halder Pvt Ltd,travel,,Jayan,Bala,F,"536, Bhatti Circle, Morena 676415",Ludhiana,Telangana,-32.180754,,301281.0,Archaeologist,8/21/1971,-32.186037,,0.0,,fraud_Bahri-Halder Pvt Ltd,fraud_Bahri-Halder Pvt Ltd,fraud bahri halder pvt ltd,Other,,False,False
1593,aug_v1,574661.0,08-12-2023 05:20,343000000000000.0,fraud_Bahri-Halder Pvt Ltd,travel,,Jayan,Bala,F,"536, Bhatti Circle, Morena 676415",Ludhiana,Telangana,-32.180754,,301281.0,Archaeologist,8/21/1971,-32.186037,,0.0,,fraud_Bahri-Halder Pvt Ltd,IMPS/fraud_Bahri-Halder Pvt Ltd MKT,imps fraud bahri halder pvt ltd mkt,Shopping,,False,False
1593,aug_v2,574661.0,08-12-2023 05:20,343000000000000.0,fraud_Bahri-Halder Pvt Ltd,travel,,Jayan,Bala,F,"536, Bhatti Circle, Morena 676415",Ludhiana,Telangana,-32.180754,,301281.0,Archaeologist,8/21/1971,-32.186037,,0.0,,fraud_Bahri-Halder Pvt Ltd,fraud_Bahri-Halder Pvt Ltd,fraud bahri halder pvt ltd,Other,,False,False
1593,aug_v3,574661.0,08-12-2023 05:20,343000000000000.0,fraud_Bahri-Halder Pvt Ltd,travel,,Jayan,Bala,F,"536, Bhatti Circle, Morena 676415",Ludhiana,Telangana,-32.180754,,301281.0,Archaeologist,8/21/1971,-32.186037,,0.0,,fraud_Bahri-Halder Pvt Ltd,fraud_Bahri-Halder Pvt Ltd,fraud bahri halder pvt ltd,Other,,False,False
1594,original,377273.0,12-04-2023 21:49,3600000000000000.0,"fraud_Dugar, Chawla and Thakur Pvt Ltd",online_shopping,8327.83,Vivaan,Sandal,M,"681, Khare Ganj, Katni 635969",Rourkela,Odisha,41.9703525,-151.622035,,Film/video editor,8/27/1981,,-151.627477,1.0,2.29e+18,"fraud_Dugar, Chawla and Thakur Pvt Ltd 8327.83","fraud_Dugar, Chawla and Thakur Pvt Ltd 8327.83",fraud dugar chawla and thakur pvt ltd,Other,8327.83,False,True
1594,aug_v1,377273.0,12-04-2023 21:49,3600000000000000.0,"fraud_Dugar, Chawla and Thakur Pvt Ltd",online_shopping,8327.83,Vivaan,Sandal,M,"681, Khare Ganj, Katni 635969",Rourkela,Odisha,41.9703525,-151.622035,,Film/video editor,8/27/1981,,-151.627477,1.0,2.29e+18,"fraud_Dugar, Chawla and Thakur Pvt Ltd 8327.83","fraud_Dugar, Chawla and Thakur Pvt Ltd 8327.83 PAY",fraud dugar chawla and thakur pvt ltd pay,Other,8327.83,False,True
1594,aug_v2,377273.0,12-04-2023 21:49,3600000000000000.0,"fraud_Dugar, Chawla and Thakur Pvt Ltd",online_shopping,8327.83,Vivaan,Sandal,M,"681, Khare Ganj, Katni 635969",Rourkela,Odisha,41.9703525,-151.622035,,Film/video editor,8/27/1981,,-151.627477,1.0,2.29e+18,"fraud_Dugar, Chawla and Thakur Pvt Ltd 8327.83","fraud_Dugar, Chawla and Thakur Pvt Ltd 8327.83 MKT#698",fraud dugar chawla and thakur pvt ltd mkt,Shopping,8327.83,False,True
1594,aug_v3,377273.0,12-04-2023 21:49,3600000000000000.0,"fraud_Dugar, Chawla and Thakur Pvt Ltd",online_shopping,8327.83,Vivaan,Sandal,M,"681, Khare Ganj, Katni 635969",Rourkela,Odisha,41.9703525,-151.622035,,Film/video editor,8/27/1981,,-151.627477,1.0,2.29e+18,"fraud_Dugar, Chawla and Thakur Pvt Ltd 8327.83","fraud_Dugar, Chawla and Thakur Pvt Ltd 8327.83",fraud dugar chawla and thakur pvt ltd,Other,8327.83,False,True
1595,original,,6/21/2023 9:06,3530000000000000.0,fraud_Samra Ltd Pvt Ltd,entertainment,3361.29,,Bhatti,F,"30, Khalsa Chowk, Nanded 679034",Mangalore,Madhya Pradesh,67.3751565,157.835163,613180.0,Risk analyst,1/21/2005,67.371686,157.835263,0.0,-3.67e+18,fraud_Samra Ltd Pvt Ltd 3361.29,fraud_Samra Ltd Pvt Ltd 3361.29,fraud samra ltd pvt ltd,Other,3361.29,False,True
1595,aug_v1,,6/21/2023 9:06,3530000000000000.0,fraud_Samra Ltd Pvt Ltd,entertainment,3361.29,,Bhatti,F,"30, Khalsa Chowk, Nanded 679034",Mangalore,Madhya Pradesh,67.3751565,157.835163,613180.0,Risk analyst,1/21/2005,67.371686,157.835263,0.0,-3.67e+18,fraud_Samra Ltd Pvt Ltd 3361.29,fraud_Samra Ltd Pvt Ltd 3361.29,fraud samra ltd pvt ltd,Other,3361.29,False,True
1595,aug_v2,,6/21/2023 9:06,3530000000000000.0,fraud_Samra Ltd Pvt Ltd,entertainment,3361.29,,Bhatti,F,"30, Khalsa Chowk, Nanded 679034",Mangalore,Madhya Pradesh,67.3751565,157.835163,613180.0,Risk analyst,1/21/2005,67.371686,157.835263,0.0,-3.67e+18,fraud_Samra Ltd Pvt Ltd 3361.29,UPI/fraud_Samra*Ltd*Pvt*Ltd*3361.29,upi fraud samra ltd pvt ltd,Transfer,3361.29,False,True
1595,aug_v3,,6/21/2023 9:06,3530000000000000.0,fraud_Samra Ltd Pvt Ltd,entertainment,3361.29,,Bhatti,F,"30, Khalsa Chowk, Nanded 679034",Mangalore,Madhya Pradesh,67.3751565,157.835163,613180.0,Risk analyst,1/21/2005,67.371686,157.835263,0.0,-3.67e+18,fraud_Samra Ltd Pvt Ltd 3361.29,fraud_Samra Ltd Pvt Ltd 3361.29,fraud samra ltd pvt ltd,Other,3361.29,False,True
1596,original,626453.0,01-02-2024 21:52,4860000000000.0,,online_shopping,8453.34,Mahika,Kapur,M,"57/68, Tank Nagar, Jodhpur 288847",Jabalpur,Tamil Nadu,4.9146905,-151.406066,275387.0,Metallurgist,3/18/1982,4.900902,-151.419125,,-5.29e+18,8453.34,8453.34,,Other,8453.34,False,True
1596,aug_v1,626453.0,01-02-2024 21:52,4860000000000.0,,online_shopping,8453.34,Mahika,Kapur,M,"57/68, Tank Nagar, Jodhpur 288847",Jabalpur,Tamil Nadu,4.9146905,-151.406066,275387.0,Metallurgist,3/18/1982,4.900902,-151.419125,,-5.29e+18,8453.34,NEFT/8453.34,neft,Transfer,8453.34,False,True
1596,aug_v2,626453.0,01-02-2024 21:52,4860000000000.0,,online_shopping,8453.34,Mahika,Kapur,M,"57/68, Tank Nagar, Jodhpur 288847",Jabalpur,Tamil Nadu,4.9146905,-151.406066,275387.0,Metallurgist,3/18/1982,4.900902,-151.419125,,-5.29e+18,8453.34,8453.34,,Other,8453.34,False,True
1596,aug_v3,626453.0,01-02-2024 21:52,4860000000000.0,,online_shopping,8453.34,Mahika,Kapur,M,"57/68, Tank Nagar, Jodhpur 288847",Jabalpur,Tamil Nadu,4.9146905,-151.406066,275387.0,Metallurgist,3/18/1982,4.900902,-151.419125,,-5.29e+18,8453.34,8453.34,,Other,8453.34,False,True
1597,original,205801.0,11-10-2022 17:44,4000000000000000.0,fraud_Dugar-Bir Pvt Ltd,online_shopping,7590.79,Darshit,Sharma,F,"02/91, Karan, Mathura 780106",Begusarai,Tripura,40.2493075,-131.039427,805108.0,"Psychologist, sport and exercise",05-11-1984,40.260013,-131.026612,1.0,-8.2e+18,fraud_Dugar-Bir Pvt Ltd 7590.79,fraud_Dugar-Bir Pvt Ltd 7590.79,fraud dugar bir pvt ltd,Other,7590.79,False,True
1597,aug_v1,205801.0,11-10-2022 17:44,4000000000000000.0,fraud_Dugar-Bir Pvt Ltd,online_shopping,7590.79,Darshit,Sharma,F,"02/91, Karan, Mathura 780106",Begusarai,Tripura,40.2493075,-131.039427,805108.0,"Psychologist, sport and exercise",05-11-1984,40.260013,-131.026612,1.0,-8.2e+18,fraud_Dugar-Bir Pvt Ltd 7590.79,frd_Dgr-Br Pvt Ltd 7590.79,frd dgr br pvt ltd,Other,7590.79,False,True
1597,aug_v2,205801.0,11-10-2022 17:44,4000000000000000.0,fraud_Dugar-Bir Pvt Ltd,online_shopping,7590.79,Darshit,Sharma,F,"02/91, Karan, Mathura 780106",Begusarai,Tripura,40.2493075,-131.039427,805108.0,"Psychologist, sport and exercise",05-11-1984,40.260013,-131.026612,1.0,-8.2e+18,fraud_Dugar-Bir Pvt Ltd 7590.79,fraud_Dugar-Bir_Pvt_Ltd_7590.79,fraud dugar bir pvt ltd,Other,7590.79,False,True
1597,aug_v3,205801.0,11-10-2022 17:44,4000000000000000.0,fraud_Dugar-Bir Pvt Ltd,online_shopping,7590.79,Darshit,Sharma,F,"02/91, Karan, Mathura 780106",Begusarai,Tripura,40.2493075,-131.039427,805108.0,"Psychologist, sport and exercise",05-11-1984,40.260013,-131.026612,1.0,-8.2e+18,fraud_Dugar-Bir Pvt Ltd 7590.79,fraud_Dugar-Bir Pvt Ltd 7590.79,fraud dugar bir pvt ltd,Other,7590.79,False,True
1598,original,313178.0,3/16/2023 15:37,3600000000000000.0,"fraud_Chakraborty, Grewal and Barad Pvt Ltd",online_shopping,612.87,Kartik,Bandi,,"H.No. 549, Rau, Thanjavur 749062",Jhansi,Jharkhand,-89.340681,-68.394239,280749.0,Environmental consultant,1/27/1943,-89.347238,,0.0,-7.27e+18,"fraud_Chakraborty, Grewal and Barad Pvt Ltd 612.87","fraud_Chakraborty, Grewal and Barad Pvt Ltd 612.87",fraud chakraborty grewal and barad pvt ltd,Other,612.87,False,True
1598,aug_v1,313178.0,3/16/2023 15:37,3600000000000000.0,"fraud_Chakraborty, Grewal and Barad Pvt Ltd",online_shopping,612.87,Kartik,Bandi,,"H.No. 549, Rau, Thanjavur 749062",Jhansi,Jharkhand,-89.340681,-68.394239,280749.0,Environmental consultant,1/27/1943,-89.347238,,0.0,-7.27e+18,"fraud_Chakraborty, Grewal and Barad Pvt Ltd 612.87","fraud_Chakraborty,-Grewal-and-Barad-Pvt-Ltd-612.87-MKT",fraud chakraborty grewal and barad pvt ltd mkt,Shopping,612.87,False,True
1598,aug_v2,313178.0,3/16/2023 15:37,3600000000000000.0,"fraud_Chakraborty, Grewal and Barad Pvt Ltd",online_shopping,612.87,Kartik,Bandi,,"H.No. 549, Rau, Thanjavur 749062",Jhansi,Jharkhand,-89.340681,-68.394239,280749.0,Environmental consultant,1/27/1943,-89.347238,,0.0,-7.27e+18,"fraud_Chakraborty, Grewal and Barad Pvt Ltd 612.87","fraud_Chakraborty, Grewal and Barad Pvt Ltd 612.87",fraud chakraborty grewal and barad pvt ltd,Other,612.87,False,True
